,author,url,date,rating,review,year,review_length,scores,compound_scores,labels
5024,whinr,https://www.imdb.com/review/rw6067231/?ref_=tt_urv,2020-09-06,10.0,"Wow,",2020,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,positive
5025,pavithran,https://www.imdb.com/review/rw6910083/?ref_=tt_urv,2021-05-13,10.0,the best,2021,8,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
5026,erbol,https://www.imdb.com/review/rw6911955/?ref_=tt_urv,2021-05-13,7.0,Recommended,2021,11,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,positive
5027,arminy,https://www.imdb.com/review/rw6361862/?ref_=tt_urv,2020-12-13,9.0,"The only bad thing about this movie, I think, is that you have to watch it twice",2020,80,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
5028,sprosser,https://www.imdb.com/review/rw6035719/?ref_=tt_urv,2020-08-28,8.0,Solid film,2020,10,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.1531}",0.1531,positive
5029,joelprince,https://www.imdb.com/review/rw6980019/?ref_=tt_urv,2021-05-29,10.0,"Dope Mind, Unimaginable.",2021,24,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5030,bharatsingh,https://www.imdb.com/review/rw6975414/?ref_=tt_urv,2021-05-28,10.0,Absolute Masterpiece,2021,20,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
5031,depp,https://www.imdb.com/review/rw6995712/?ref_=tt_urv,2021-06-03,9.0,Review on rating,2021,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5032,teashby,https://www.imdb.com/review/rw6422810/?ref_=tt_urv,2020-12-30,4.0,Music ruined voice audio,2020,24,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
5033,mmm,https://www.imdb.com/review/rw7500092/?ref_=tt_urv,2021-11-01,10.0,Just tenet,2021,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5034,josephbat,https://www.imdb.com/review/rw7412282/?ref_=tt_urv,2021-10-05,10.0,One of the best films I've ever seen,2021,36,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,positive
5035,raoanand,https://www.imdb.com/review/rw6487498/?ref_=tt_urv,2021-01-16,10.0,Nolan and Zimmer you beauty ❤,2021,29,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,positive
5036,susanhadorn,https://www.imdb.com/review/rw6063914/?ref_=tt_urv,2020-09-05,9.0,What is all the fuss about?,2020,27,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5037,vivek,https://www.imdb.com/review/rw7794357/?ref_=tt_urv,2022-01-24,8.0,"Good but not as good as Interstellar, Inception!!!",2022,50,"{'neg': 0.334, 'neu': 0.503, 'pos': 0.163, 'compound': -0.4651}",-0.4651,negative
5038,wosany,https://www.imdb.com/review/rw7975461/?ref_=tt_urv,2022-03-16,8.0,Bit confusing but the music is a vibe,2022,37,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.1154}",-0.1154,negative
5039,vanhemmenrose,https://www.imdb.com/review/rw6037549/?ref_=tt_urv,2020-08-29,10.0,Nolan strikes again!,2020,20,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4199}",-0.4199,negative
5040,zactlee,https://www.imdb.com/review/rw6397071/?ref_=tt_urv,2020-12-25,10.0,Too complicated for average americans. I guess.,2020,47,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5041,hummerkin,https://www.imdb.com/review/rw8146393/?ref_=tt_urv,2022-05-15,3.0,Under achievement,2022,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5042,paolacolautti,https://www.imdb.com/review/rw6042312/?ref_=tt_urv,2020-08-29,10.0,Mind blowing.,2020,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5043,rblamanna,https://www.imdb.com/review/rw7743926/?ref_=tt_urv,2022-01-10,10.0,My favorite Nolan,2022,17,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,positive
5044,jithingchandran,https://www.imdb.com/review/rw6558681/?ref_=tt_urv,2021-02-03,10.0,Mind Melting,2021,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5045,Ramlosan,https://www.imdb.com/review/rw6064823/?ref_=tt_urv,2020-09-05,10.0,"""Don't try to understand it - Feel it"" Go see it!",2020,49,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5046,motasimomer,https://www.imdb.com/review/rw6393312/?ref_=tt_urv,2020-12-24,9.0,"Overly complicated and flawed, but still worth watching a few times",2020,67,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.3291}",0.3291,positive
5047,sakshipatki,https://www.imdb.com/review/rw6350868/?ref_=tt_urv,2020-12-09,10.0,Wonderful,2020,9,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
5048,philippkunz,https://www.imdb.com/review/rw6079653/?ref_=tt_urv,2020-09-09,7.0,Expected more from the brilliant Nolan,2020,38,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.6204}",0.6204,positive
5049,maravillosa,https://www.imdb.com/review/rw7161156/?ref_=tt_urv,2021-07-25,8.0,Good movie,2021,10,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
5050,chikilevikas,https://www.imdb.com/review/rw6474031/?ref_=tt_urv,2021-01-14,10.0,Mind Blowing,2021,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5051,DaVinciZG,https://www.imdb.com/review/rw6348538/?ref_=tt_urv,2020-12-08,9.0,Amazing director,2020,16,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,positive
5052,bogninjanic,https://www.imdb.com/review/rw6042882/?ref_=tt_urv,2020-08-29,10.0,"A tour de force of science fiction. This is a monumental moment in cinematic history that feels thematically central, like we have come so far we can now only go back.",2020,167,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3612}",0.3612,positive
5053,lagerlad,https://www.imdb.com/review/rw6028712/?ref_=tt_urv,2020-08-26,9.0,Pure thrill ride cinema,2020,23,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,positive
5054,abhishekgautam,https://www.imdb.com/review/rw6430528/?ref_=tt_urv,2021-01-01,8.0,Dont trust the critics,2021,22,"{'neg': 0.41, 'neu': 0.303, 'pos': 0.286, 'compound': -0.2057}",-0.2057,negative
5055,alexis_ref,https://www.imdb.com/review/rw6340664/?ref_=tt_urv,2020-12-06,7.0,Very fast movie,2020,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5056,taufiqsafdar,https://www.imdb.com/review/rw6054356/?ref_=tt_urv,2020-09-02,6.0,It's like Nolan is reversing as a writer and director,2020,53,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,positive
5057,tanyaorsztynowicz,https://www.imdb.com/review/rw6402236/?ref_=tt_urv,2020-12-26,3.0,2 1/2 hours of my life wasted,2020,29,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
5058,mdenizucas,https://www.imdb.com/review/rw6746160/?ref_=tt_urv,2021-03-26,9.0,Great fiction,2021,13,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
5059,sarabisulli,https://www.imdb.com/review/rw6145564/?ref_=tt_urv,2020-10-03,5.0,Disappointed,2020,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
5060,pratham,https://www.imdb.com/review/rw6822843/?ref_=tt_urv,2021-04-17,10.0,aweosme movie!!,2021,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5061,markmakin,https://www.imdb.com/review/rw8296792/?ref_=tt_urv,2022-07-03,7.0,Whoa!,2022,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5062,susanlhoughton,https://www.imdb.com/review/rw6648308/?ref_=tt_urv,2021-03-01,2.0,What a let down..,2021,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5063,ivanschaller,https://www.imdb.com/review/rw6331055/?ref_=tt_urv,2020-12-02,3.0,Well,2020,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,positive
5064,noor_am,https://www.imdb.com/review/rw6328381/?ref_=tt_urv,2020-12-01,1.0,Non sense at all,2020,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5065,andrew,https://www.imdb.com/review/rw6862262/?ref_=tt_urv,2021-04-29,10.0,Genius.,2021,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5066,jakeljx,https://www.imdb.com/review/rw6576547/?ref_=tt_urv,2021-02-08,8.0,I just didn't buy the lead actor.,2021,33,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5067,spouria,https://www.imdb.com/review/rw6348646/?ref_=tt_urv,2020-12-08,9.0,Tenet?,2020,6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5068,alxbastin,https://www.imdb.com/review/rw7081656/?ref_=tt_urv,2021-07-02,1.0,Terribly boring at best,2021,23,"{'neg': 0.532, 'neu': 0.09, 'pos': 0.378, 'compound': -0.1779}",-0.1779,negative
5069,michaelevan,https://www.imdb.com/review/rw6473545/?ref_=tt_urv,2021-01-14,4.0,Real simple and easy,2021,20,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
5070,ranotnishant,https://www.imdb.com/review/rw6957946/?ref_=tt_urv,2021-05-23,10.0,Amazing concept,2021,15,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,positive
5071,rajatjangra,https://www.imdb.com/review/rw6478132/?ref_=tt_urv,2021-01-15,8.0,Backward Action Through Time,2021,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5072,rheedervil,https://www.imdb.com/review/rw6390188/?ref_=tt_urv,2020-12-22,10.0,"Mind boggling, but in a good way.",2020,33,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.5927}",0.5927,positive
5073,arsalanfakh,https://www.imdb.com/review/rw6351425/?ref_=tt_urv,2020-12-09,10.0,Wooow,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5074,vklchck,https://www.imdb.com/review/rw7718201/?ref_=tt_urv,2022-01-03,10.0,Underrated,2022,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5075,jorgfegg,https://www.imdb.com/review/rw6066311/?ref_=tt_urv,2020-09-05,9.0,"Not for single viewing, in the best possible way",2020,48,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,positive
5076,bharatntie,https://www.imdb.com/review/rw7254227/?ref_=tt_urv,2021-08-21,10.0,Nolan's Best!!!,2021,15,"{'neg': 0.0, 'neu': 0.165, 'pos': 0.835, 'compound': 0.7249}",0.7249,positive
5077,danielkawasaki,https://www.imdb.com/review/rw6898609/?ref_=tt_urv,2021-05-09,6.0,Amazing visuals... makes you appreciate good writers and Nolan as a Director,2021,76,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.8555}",0.8555,positive
5078,franciskelly,https://www.imdb.com/review/rw6521600/?ref_=tt_urv,2021-01-24,4.0,Too confusing,2021,13,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
5079,aleenshena,https://www.imdb.com/review/rw6380139/?ref_=tt_urv,2020-12-19,1.0,One of the worst movies!!,2020,25,"{'neg': 0.539, 'neu': 0.461, 'pos': 0.0, 'compound': -0.6892}",-0.6892,negative
5080,zykfywjgvc,https://www.imdb.com/review/rw7408946/?ref_=tt_urv,2021-10-04,9.0,Confusing,2021,9,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
5081,onlotus,https://www.imdb.com/review/rw6196092/?ref_=tt_urv,2020-10-22,7.0,You got a PhD?,2020,14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5082,danielruschel,https://www.imdb.com/review/rw6322774/?ref_=tt_urv,2020-11-30,2.0,"it is 'scientific' fantasy, an inedible imbecility of nauseating the brain"".",2020,76,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5083,dimibeis,https://www.imdb.com/review/rw6390336/?ref_=tt_urv,2020-12-22,10.0,Nolan's Masterpiece,2020,19,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
5084,kdivyesh,https://www.imdb.com/review/rw6342216/?ref_=tt_urv,2020-12-06,10.0,TENET,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5085,aggarwalanuj,https://www.imdb.com/review/rw6418037/?ref_=tt_urv,2020-12-29,7.0,"Fascinating, yet leaves something to be deired",2020,46,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.5423,positive
5086,MysteryOne,https://www.imdb.com/review/rw6331104/?ref_=tt_urv,2020-12-02,6.0,The Definition of a 7,2020,21,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5087,donutgov,https://www.imdb.com/review/rw7889915/?ref_=tt_urv,2022-02-22,9.0,Clearly Controversial: Mind-bending Movies,2022,42,"{'neg': 0.277, 'neu': 0.308, 'pos': 0.415, 'compound': 0.2263}",0.2263,positive
5088,dmehic,https://www.imdb.com/review/rw6030484/?ref_=tt_urv,2020-08-27,7.0,I don't know.....Hard to say if it is either Nolan's best or worst....,2020,70,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,positive
5089,hinken,https://www.imdb.com/review/rw6413394/?ref_=tt_urv,2020-12-28,10.0,"You all, don't understand this masterpice",2020,41,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5090,mlarouche,https://www.imdb.com/review/rw6374543/?ref_=tt_urv,2020-12-17,5.0,Music way too loud !!,2020,21,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5091,dgeralexis,https://www.imdb.com/review/rw6107818/?ref_=tt_urv,2020-09-19,7.0,An amazing production but a confusing and tiring plot,2020,53,"{'neg': 0.219, 'neu': 0.558, 'pos': 0.223, 'compound': 0.0129}",0.0129,positive
5092,tommiojala,https://www.imdb.com/review/rw6357128/?ref_=tt_urv,2020-12-11,6.0,Memento on drugs,2020,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5093,prantobdus,https://www.imdb.com/review/rw6323951/?ref_=tt_urv,2020-11-30,2.0,This guy John David Washington is a terrible actor. After 1.5 hours it's get kinda interesting.,2020,95,"{'neg': 0.168, 'neu': 0.702, 'pos': 0.13, 'compound': -0.1761}",-0.1761,negative
5094,sricr,https://www.imdb.com/review/rw6324578/?ref_=tt_urv,2020-11-30,10.0,Masterpiece,2020,11,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
5095,carlosvergaradiaz,https://www.imdb.com/review/rw6044714/?ref_=tt_urv,2020-08-30,10.0,Amazing,2020,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,positive
5096,snouu,https://www.imdb.com/review/rw7392326/?ref_=tt_urv,2021-09-29,10.0,SF and fantasy readers out there..,2021,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5097,sianglo,https://www.imdb.com/review/rw6668724/?ref_=tt_urv,2021-03-06,8.0,Well worth a watch,2021,18,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.4588}",0.4588,positive
5098,madhurjain,https://www.imdb.com/review/rw6353600/?ref_=tt_urv,2020-12-10,9.0,"Super outstanding , particle physics used Albert Einstein space theory",2020,70,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.836}",0.836,positive
5099,rajat,https://www.imdb.com/review/rw6844432/?ref_=tt_urv,2021-04-24,9.0,Its somewhat ironic that a movie about time travel can't be reviewed properly until your future self rewatches the movie.,2021,121,"{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.0534}",-0.0534,negative
5100,reshavlps,https://www.imdb.com/review/rw6394397/?ref_=tt_urv,2020-12-24,6.0,Watched twice and still it's cloudy,2020,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5101,zaynteria,https://www.imdb.com/review/rw6557793/?ref_=tt_urv,2021-02-02,9.0,Still a masterpiece,2021,19,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
5102,reescg,https://www.imdb.com/review/rw7275932/?ref_=tt_urv,2021-08-27,10.0,Confusing brilliant,2021,19,"{'neg': 0.333, 'neu': 0.0, 'pos': 0.667, 'compound': 0.4404}",0.4404,positive
5103,ed,https://www.imdb.com/review/rw7862361/?ref_=tt_urv,2022-02-13,6.0,Not my favourite of Nolan's films,2022,33,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5104,mait,https://www.imdb.com/review/rw6053339/?ref_=tt_urv,2020-09-01,5.0,It all just doesn't make any sense,2020,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5105,jlgoss,https://www.imdb.com/review/rw6163618/?ref_=tt_urv,2020-10-10,8.0,Fun action and mind bender,2020,26,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positive
5106,zauvavuite,https://www.imdb.com/review/rw6325108/?ref_=tt_urv,2020-11-30,8.0,You'd have to think about it..,2020,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5107,galaky,https://www.imdb.com/review/rw7763521/?ref_=tt_urv,2022-01-16,8.0,Progressively better,2022,20,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
5108,kdgplant,https://www.imdb.com/review/rw6810756/?ref_=tt_urv,2021-04-13,10.0,The best time paradox movie,2021,27,"{'neg': 0.163, 'neu': 0.349, 'pos': 0.488, 'compound': 0.5859}",0.5859,positive
5109,nikolaknezev,https://www.imdb.com/review/rw6061622/?ref_=tt_urv,2020-09-04,7.0,Spoilers! Sound mixing questionable.,2020,36,"{'neg': 0.454, 'neu': 0.546, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative
5110,sharujan,https://www.imdb.com/review/rw6986709/?ref_=tt_urv,2021-05-31,10.0,Best movie ever made,2021,20,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
5111,amirhsnf,https://www.imdb.com/review/rw6336795/?ref_=tt_urv,2020-12-04,9.0,Just wow!,2020,9,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6239}",0.6239,positive
5112,henrywillis,https://www.imdb.com/review/rw6033784/?ref_=tt_urv,2020-08-28,7.0,Definitely needs multiple viewings,2020,34,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019,positive
5113,jillandmattleese,https://www.imdb.com/review/rw6092962/?ref_=tt_urv,2020-09-13,5.0,Can't hear what they're saying!,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5114,npwielinga,https://www.imdb.com/review/rw6079481/?ref_=tt_urv,2020-09-09,10.0,Incredibly smart movie,2020,22,"{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.4576}",0.4576,positive
5115,aaal,https://www.imdb.com/review/rw6842497/?ref_=tt_urv,2021-04-23,10.0,The best look I've ever seen.,2021,29,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,positive
5116,BoikoJivkov,https://www.imdb.com/review/rw6816748/?ref_=tt_urv,2021-04-15,6.0,Unnecessary hard understandable,2021,31,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027}",-0.1027,negative
5117,billy,https://www.imdb.com/review/rw6430097/?ref_=tt_urv,2021-01-01,9.0,A brilliant Masterpiece,2021,23,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.836}",0.836,positive
5118,joelplascencia,https://www.imdb.com/review/rw6212532/?ref_=tt_urv,2020-10-28,8.0,I'll keep it short.,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5119,dnaumzzz,https://www.imdb.com/review/rw6073850/?ref_=tt_urv,2020-09-07,7.0,This is Warner Brothers not Nolan,2020,33,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5120,antbimpas,https://www.imdb.com/review/rw6375906/?ref_=tt_urv,2020-12-18,10.0,Best movie ever,2020,15,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
5121,kkmathews,https://www.imdb.com/review/rw6363217/?ref_=tt_urv,2020-12-13,6.0,"A treat, but not the best of Nolan",2020,34,"{'neg': 0.399, 'neu': 0.439, 'pos': 0.162, 'compound': -0.5722}",-0.5722,negative
5122,xenmafia,https://www.imdb.com/review/rw6326826/?ref_=tt_urv,2020-12-01,8.0,Extraordinary.Ultimate,2020,22,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5123,maheshmurthy,https://www.imdb.com/review/rw6355498/?ref_=tt_urv,2020-12-11,7.0,The ambition and quality of Inception without the comprehensibility.,2020,68,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5124,fishongazza,https://www.imdb.com/review/rw6911210/?ref_=tt_urv,2021-05-13,5.0,gnisufnoC,2021,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5125,rubenhudnik,https://www.imdb.com/review/rw6465437/?ref_=tt_urv,2021-01-11,6.0,"Don't watch high, just... Don't",2021,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5126,Patrick,https://www.imdb.com/review/rw7016776/?ref_=tt_urv,2021-06-10,10.0,Multiple viewings,2021,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5127,danielclarke,https://www.imdb.com/review/rw6049611/?ref_=tt_urv,2020-08-31,10.0,Mindbending brilliance,2020,22,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,positive
5128,perweenrichards,https://www.imdb.com/review/rw6993436/?ref_=tt_urv,2021-06-02,3.0,Couldn't hear a thing,2021,21,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5129,ianbrownlow,https://www.imdb.com/review/rw6691343/?ref_=tt_urv,2021-03-13,9.0,I learned a lot from the reviews,2021,32,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5130,harrisazhar,https://www.imdb.com/review/rw6107156/?ref_=tt_urv,2020-09-19,8.0,TENET Classic......,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5131,gregcaesar,https://www.imdb.com/review/rw6054162/?ref_=tt_urv,2020-09-01,6.0,Sci-fi James Bond,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5132,kiloger,https://www.imdb.com/review/rw6052267/?ref_=tt_urv,2020-09-01,10.0,As Nolan fan i can say...,2020,25,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,positive
5133,xxnn,https://www.imdb.com/review/rw6457418/?ref_=tt_urv,2021-01-09,10.0,Totally masterpiece!!,2021,21,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.7164}",0.7164,positive
5134,mjustiniano,https://www.imdb.com/review/rw7166378/?ref_=tt_urv,2021-07-26,10.0,"Great movie now, even better in the future/past (get it?)",2021,57,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.7906}",0.7906,positive
5135,editor,https://www.imdb.com/review/rw6644466/?ref_=tt_urv,2021-02-28,5.0,A complicated tossed salad of a movie,2021,37,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
