,author,url,date,rating,review
3889,kostastirec-89740,https://www.imdb.com/review/rw6463394/?ref_=tt_urv,10 January 2021,6,Time travel vs Time travel
3890,babyjocko-76401,https://www.imdb.com/review/rw6387114/?ref_=tt_urv,21 December 2020,10,"It's very good, but.."
3891,jorgesouza-22057,https://www.imdb.com/review/rw6459260/?ref_=tt_urv,9 January 2021,5,"Mr. NOLAN (director), what a mess!"
3892,adriancarmody,https://www.imdb.com/review/rw6386418/?ref_=tt_urv,21 December 2020,2,Plagued by incomprehensible dialogue and sound issues
3893,erwin_nys,https://www.imdb.com/review/rw6185663/?ref_=tt_urv,18 October 2020,5,Not great
3894,dearssilver,https://www.imdb.com/review/rw6046934/?ref_=tt_urv,30 August 2020,9,Great mind bending movie
3895,johnnyzes,https://www.imdb.com/review/rw6047600/?ref_=tt_urv,30 August 2020,10,Another masterpiece of Christofer Nolan.
3896,kontakt-84639,https://www.imdb.com/review/rw6319087/?ref_=tt_urv,28 November 2020,8,"Nothing is clear, but interesting ."
3897,pd-19490,https://www.imdb.com/review/rw7749520/?ref_=tt_urv,12 January 2022,4,Incomprehensible
3898,tayangangambar,https://www.imdb.com/review/rw6049173/?ref_=tt_urv,31 August 2020,8,"Refreshing, I think...."
3899,stevewhite16,https://www.imdb.com/review/rw6077323/?ref_=tt_urv,9 September 2020,4,"Terrible sound, mediocre movie"
3900,joannaskowronek,https://www.imdb.com/review/rw6100428/?ref_=tt_urv,16 September 2020,1,You need earplugs (or bullets) in your ears to watch this film!
3901,anvay-79875,https://www.imdb.com/review/rw6777919/?ref_=tt_urv,4 April 2021,4,MY REACTION AFTER WATCHING IS ..WHY??
3902,ash_what_,https://www.imdb.com/review/rw6978365/?ref_=tt_urv,29 May 2021,9,98% Usual Nolan
3903,spamauckland,https://www.imdb.com/review/rw6029431/?ref_=tt_urv,26 August 2020,8,Great but the soundtrack needs a remix
3904,SnailRiot,https://www.imdb.com/review/rw6175034/?ref_=tt_urv,14 October 2020,6,"Clever Plot-Driven Intellectual Puzzle, Nothing More, Nothing Less"
3905,crjamadagni,https://www.imdb.com/review/rw6772474/?ref_=tt_urv,3 April 2021,10,Another Nolan Masterpiece !!
3906,laurenzloeckerde,https://www.imdb.com/review/rw6545377/?ref_=tt_urv,30 January 2021,4,This time they went too far
3907,BadActionDay,https://www.imdb.com/review/rw6333268/?ref_=tt_urv,3 December 2020,3,Complex mess
3908,cyberkepon,https://www.imdb.com/review/rw6032352/?ref_=tt_urv,27 August 2020,5,Spoiler: No entropy for your money
3909,dgonzagaaa,https://www.imdb.com/review/rw6098287/?ref_=tt_urv,15 September 2020,7,Too confuse
3910,katastrofkatt,https://www.imdb.com/review/rw6474967/?ref_=tt_urv,14 January 2021,6,i dont know..
3911,freddybear-06000,https://www.imdb.com/review/rw6492329/?ref_=tt_urv,17 January 2021,3,Yawn
3912,cwmacdougall,https://www.imdb.com/review/rw6431927/?ref_=tt_urv,1 January 2021,2,Incomprehensible mess with wooden acting.
3913,thomasheaney,https://www.imdb.com/review/rw6042874/?ref_=tt_urv,29 August 2020,9,Nolan has done it again...
3914,jke_up,https://www.imdb.com/review/rw6393032/?ref_=tt_urv,23 December 2020,8,This maybe should have been two movies instead of one.
3915,m_christakakos,https://www.imdb.com/review/rw6057457/?ref_=tt_urv,3 September 2020,4,A Nolan fan...but
3916,costel8888,https://www.imdb.com/review/rw6414683/?ref_=tt_urv,28 December 2020,4,Special effects worst then a theatre play
3917,adaml33,https://www.imdb.com/review/rw7446350/?ref_=tt_urv,16 October 2021,10,Brilliant ⭐⭐⭐⭐⭐
3918,pierresempere,https://www.imdb.com/review/rw6373526/?ref_=tt_urv,17 December 2020,10,Hate it or love it apparently
3919,zsnaec,https://www.imdb.com/review/rw6362973/?ref_=tt_urv,13 December 2020,5,Doesn't deliver what was expected
3920,fieke_dekoninck,https://www.imdb.com/review/rw6531713/?ref_=tt_urv,26 January 2021,1,I want my 2h30' of life back
3921,moofyieman,https://www.imdb.com/review/rw6875936/?ref_=tt_urv,3 May 2021,9,Stay on the edge of your seat
3922,tomyleclercrichard,https://www.imdb.com/review/rw6669378/?ref_=tt_urv,7 March 2021,5,Nope!
3923,bheynen-19746,https://www.imdb.com/review/rw6549121/?ref_=tt_urv,31 January 2021,10,Masterpiece
3924,dvxasdon,https://www.imdb.com/review/rw6335802/?ref_=tt_urv,4 December 2020,7,I can't believe Nolan did this film
3925,jaimearosal,https://www.imdb.com/review/rw6425685/?ref_=tt_urv,30 December 2020,5,It could have worked...
3926,geraint4477-112-638508,https://www.imdb.com/review/rw6340053/?ref_=tt_urv,5 December 2020,3,Confusing mess leaves you bored
3927,wesleyarledge-86836,https://www.imdb.com/review/rw6072454/?ref_=tt_urv,7 September 2020,10,"The Most Thrilling, Unique, and Best Nolan Film Yet!"
3928,tankenny,https://www.imdb.com/review/rw6065643/?ref_=tt_urv,5 September 2020,10,This movie needs brain horsepower to fully comprehend
3929,Leakage300,https://www.imdb.com/review/rw6055629/?ref_=tt_urv,2 September 2020,10,Great twists. Great film.
3930,godzigodzigodzi,https://www.imdb.com/review/rw6670759/?ref_=tt_urv,7 March 2021,6,don't watch if you still think that time is linear
3931,sjbgnmnrqa,https://www.imdb.com/review/rw7613424/?ref_=tt_urv,4 December 2021,5,A Christopher Nolan Melting pot
3932,homefan,https://www.imdb.com/review/rw6548214/?ref_=tt_urv,31 January 2021,8,As expected...my head hurts.
3933,LiveWithArya,https://www.imdb.com/review/rw6324014/?ref_=tt_urv,30 November 2020,2,It is Nolan's worst.
3934,davidkopanja-71300,https://www.imdb.com/review/rw6334143/?ref_=tt_urv,3 December 2020,1,"Bored, disapointed"
3935,durgeshpkshirsagar,https://www.imdb.com/review/rw6952068/?ref_=tt_urv,22 May 2021,1,Not an ordinary
3936,enrischuester,https://www.imdb.com/review/rw6369883/?ref_=tt_urv,16 December 2020,1,"All form, little to no substance."
3937,mia7,https://www.imdb.com/review/rw6423453/?ref_=tt_urv,30 December 2020,4,characters motivation bad portrayed.
3938,paulfoxpersonal,https://www.imdb.com/review/rw6462860/?ref_=tt_urv,10 January 2021,4,Why does everyone think this movie is so great?
3939,lavudijannisubhash,https://www.imdb.com/review/rw6055257/?ref_=tt_urv,2 September 2020,9,Not better than interstellar but best from nolan
3940,armeenf,https://www.imdb.com/review/rw6339315/?ref_=tt_urv,5 December 2020,1,terrible
3941,omarahmed-14955,https://www.imdb.com/review/rw6051285/?ref_=tt_urv,31 August 2020,4,Too complicated
3942,thevrchris,https://www.imdb.com/review/rw6393717/?ref_=tt_urv,24 December 2020,4,Forced myself to keep watching
3943,DarkLights95,https://www.imdb.com/review/rw6462322/?ref_=tt_urv,10 January 2021,9,"Confusing the first time, great the second time"
3944,darthmorbyva,https://www.imdb.com/review/rw6054474/?ref_=tt_urv,2 September 2020,5,"It's The Movie We Got, Not The One We Deserve"
3945,colinchase-51768,https://www.imdb.com/review/rw6482606/?ref_=tt_urv,16 January 2021,5,Disappointed
3946,m-halimoooo,https://www.imdb.com/review/rw6407713/?ref_=tt_urv,27 December 2020,1,Mission Accomplished ..the world was saved
3947,gopivenkatcool,https://www.imdb.com/review/rw6702277/?ref_=tt_urv,17 March 2021,9,Reasons to watch
3948,jvrijsbergen-567-870815,https://www.imdb.com/review/rw7750442/?ref_=tt_urv,12 January 2022,3,Overrated? To complicated for me
3949,clg1983,https://www.imdb.com/review/rw6462086/?ref_=tt_urv,10 January 2021,7,Tenet the great drinking game
3950,murathanlfc,https://www.imdb.com/review/rw6349227/?ref_=tt_urv,8 December 2020,5,Good action but too complex...
3951,cuyler_mariama,https://www.imdb.com/review/rw6464393/?ref_=tt_urv,11 January 2021,10,Interesting
3952,arizonamoongirl,https://www.imdb.com/review/rw6182626/?ref_=tt_urv,17 October 2020,7,Meh.
3953,unite2005,https://www.imdb.com/review/rw6039568/?ref_=tt_urv,29 August 2020,9,It's my problem..
3954,FilmRevFew,https://www.imdb.com/review/rw6320120/?ref_=tt_urv,29 November 2020,7,"Hmm, mixed feelings."
3955,juanmpais,https://www.imdb.com/review/rw6297394/?ref_=tt_urv,22 November 2020,4,Too much for me and the whole attendance
3956,shaikhmdrehan,https://www.imdb.com/review/rw6521111/?ref_=tt_urv,24 January 2021,8,Best use of metaphysics
3957,jubingautam,https://www.imdb.com/review/rw6365716/?ref_=tt_urv,14 December 2020,9,Nolantastic !!
3958,bonfire_64,https://www.imdb.com/review/rw6674166/?ref_=tt_urv,8 March 2021,8,"A great film, but not everyone can appreciate its beauty"
3959,armanlikhon,https://www.imdb.com/review/rw6318945/?ref_=tt_urv,28 November 2020,10,Nice one
3960,judithwegner,https://www.imdb.com/review/rw6177133/?ref_=tt_urv,15 October 2020,1,Terrible
3961,sanbitgames,https://www.imdb.com/review/rw6341661/?ref_=tt_urv,6 December 2020,6,"Like any other big brain Nolan film, but worse."
3962,xardashade,https://www.imdb.com/review/rw7877094/?ref_=tt_urv,18 February 2022,10,Genious - But like for Drax it flu by most of the audience
3963,dhanishtaa,https://www.imdb.com/review/rw7004667/?ref_=tt_urv,6 June 2021,3,Rushed and hectic
3964,judybrennert,https://www.imdb.com/review/rw7972480/?ref_=tt_urv,16 March 2022,8,Not for everyone but still great
3965,greg-469-31839,https://www.imdb.com/review/rw7029534/?ref_=tt_urv,14 June 2021,4,A self indulgent convoluted mess
3966,ritikthakur-31665,https://www.imdb.com/review/rw7024171/?ref_=tt_urv,12 June 2021,10,Should get 10 rating just for concept
3967,bujna-59016,https://www.imdb.com/review/rw6156436/?ref_=tt_urv,7 October 2020,1,Garbage
3968,abdallahalyousef,https://www.imdb.com/review/rw6033702/?ref_=tt_urv,28 August 2020,9,Another Nolan masterpiece
3969,sameh_shazly,https://www.imdb.com/review/rw6255093/?ref_=tt_urv,10 November 2020,7,When understanding a movie is more difficult than understanding maths
3970,tcb-88092,https://www.imdb.com/review/rw6444013/?ref_=tt_urv,4 January 2021,5,The A Team
3971,lakers_baby,https://www.imdb.com/review/rw6567935/?ref_=tt_urv,6 February 2021,1,An insomniac's favourite movie
3972,benjaminheggelund,https://www.imdb.com/review/rw6420856/?ref_=tt_urv,29 December 2020,8,Fresh
3973,MisterJxroen,https://www.imdb.com/review/rw6049635/?ref_=tt_urv,31 August 2020,9,We Live In A Twilight World
3974,spacekarma,https://www.imdb.com/review/rw7388108/?ref_=tt_urv,28 September 2021,7,A time loop paradox - scifi written probably by a scientist
3975,kiransoorajkb,https://www.imdb.com/review/rw7174664/?ref_=tt_urv,29 July 2021,8,Not as good as Inception but still good- 7.5/10
3976,daz-68139,https://www.imdb.com/review/rw6894088/?ref_=tt_urv,8 May 2021,8,Not Nolan's best but good
3977,David241,https://www.imdb.com/review/rw6047803/?ref_=tt_urv,30 August 2020,10,Best movie of the year. So far
3978,shoyaushurova-74878,https://www.imdb.com/review/rw6334216/?ref_=tt_urv,3 December 2020,6,Very complicated and disappointing
3979,mamalamajama,https://www.imdb.com/review/rw7051226/?ref_=tt_urv,21 June 2021,4,Meh
3980,odinloch,https://www.imdb.com/review/rw6236700/?ref_=tt_urv,5 November 2020,7,"Fast, Much Story. Watch Multiple Times."
3981,randishme,https://www.imdb.com/review/rw8204606/?ref_=tt_urv,4 June 2022,,For a minute I just listened
3982,ahmedattiaaa,https://www.imdb.com/review/rw6055747/?ref_=tt_urv,2 September 2020,10,Deserves better ratings!!
3983,kadirgund,https://www.imdb.com/review/rw6089365/?ref_=tt_urv,12 September 2020,1,Awful Sound
3984,iashishp-08635,https://www.imdb.com/review/rw6801992/?ref_=tt_urv,11 April 2021,10,Worlds best movie made EVER!!!
3985,micheltom,https://www.imdb.com/review/rw6603226/?ref_=tt_urv,16 February 2021,9,New Masterpiece
3986,nmcpherson-69424,https://www.imdb.com/review/rw6519478/?ref_=tt_urv,23 January 2021,6,Nolan's recurring issues finally come to a head
3987,avikooijman,https://www.imdb.com/review/rw6039806/?ref_=tt_urv,29 August 2020,9,Impeccably crafted and mandatory rewatch
3988,abhijit_dutta2003,https://www.imdb.com/review/rw7144249/?ref_=tt_urv,20 July 2021,5,Confusing movie that requires quite a bit of thinking
3989,bigger-than-anyone,https://www.imdb.com/review/rw6059206/?ref_=tt_urv,3 September 2020,6,Excuse me? 8.0 just way too high
3990,aleksandre,https://www.imdb.com/review/rw6686629/?ref_=tt_urv,12 March 2021,10,Mindblowing masterpiece!
3991,freonicusmaximus,https://www.imdb.com/review/rw6334617/?ref_=tt_urv,4 December 2020,7,As always...Nolan delivers.
3992,william-palmer93-220-277937,https://www.imdb.com/review/rw6372048/?ref_=tt_urv,16 December 2020,10,Riveting!
3993,beano4400,https://www.imdb.com/review/rw6467463/?ref_=tt_urv,12 January 2021,7,Too much going on
3994,satyajeet13,https://www.imdb.com/review/rw6460152/?ref_=tt_urv,10 January 2021,3,Made by smugs for the smugs
3995,mrlami,https://www.imdb.com/review/rw6554487/?ref_=tt_urv,2 February 2021,9,Hellavu movie
3996,e_kacsandi,https://www.imdb.com/review/rw6090301/?ref_=tt_urv,13 September 2020,7,Not impressed
3997,gevladim,https://www.imdb.com/review/rw6056167/?ref_=tt_urv,2 September 2020,8,Very cool
3998,danielspindel,https://www.imdb.com/review/rw6122773/?ref_=tt_urv,25 September 2020,5,Parody
3999,gm1008,https://www.imdb.com/review/rw7825721/?ref_=tt_urv,1 February 2022,4,Mildly entertaining
4000,alex-achucarro,https://www.imdb.com/review/rw6036895/?ref_=tt_urv,28 August 2020,10,Amazingly lives up to the hype. Perfect post Covid icebreaker
4001,kastnerr,https://www.imdb.com/review/rw6877639/?ref_=tt_urv,3 May 2021,2,Confusing plot hindered by unintelligible dialogue.
4002,kosta-kostic-3,https://www.imdb.com/review/rw6423410/?ref_=tt_urv,30 December 2020,10,Nolan is genius
4003,bhavanchauhan,https://www.imdb.com/review/rw6347202/?ref_=tt_urv,8 December 2020,10,Masterpiece
4004,eduphone1,https://www.imdb.com/review/rw6320858/?ref_=tt_urv,29 November 2020,9,Impressive!
4005,frank-665-161620,https://www.imdb.com/review/rw6798656/?ref_=tt_urv,10 April 2021,3,When you go Woke - You Go Broke!
4006,paull_35,https://www.imdb.com/review/rw6362168/?ref_=tt_urv,13 December 2020,9,Prepare for a head f#@k!
4007,aamirameenkhan,https://www.imdb.com/review/rw6369206/?ref_=tt_urv,15 December 2020,1,Disappointing...what happened to Christopher Nolan???
4008,samasser,https://www.imdb.com/review/rw6131690/?ref_=tt_urv,28 September 2020,3,"Loud, confusing, and disappointing"
4009,elboerefijn,https://www.imdb.com/review/rw6062203/?ref_=tt_urv,4 September 2020,2,Bad.
4010,andreasamarg,https://www.imdb.com/review/rw6621245/?ref_=tt_urv,21 February 2021,3,Beauty in simplicity ....not !
4011,ImKnaveOfHearts,https://www.imdb.com/review/rw6052458/?ref_=tt_urv,1 September 2020,6,an old gift in a new present paper.
4012,e-aguinaga-766-780688,https://www.imdb.com/review/rw6383520/?ref_=tt_urv,20 December 2020,4,Absurd
4013,pauls-25727,https://www.imdb.com/review/rw7518616/?ref_=tt_urv,6 November 2021,10,Another Masterpiece
4014,Aspalathos81,https://www.imdb.com/review/rw6357332/?ref_=tt_urv,11 December 2020,3,Pretty dissappointing
4015,EnenArus,https://www.imdb.com/review/rw8234420/?ref_=tt_urv,13 June 2022,5,"Movie is all concepts, no soul."
4016,wavey38,https://www.imdb.com/review/rw6881143/?ref_=tt_urv,5 May 2021,5,One Hot Mess
4017,misrakaveri,https://www.imdb.com/review/rw6546906/?ref_=tt_urv,31 January 2021,1,Confuse them if you can't convince them
4018,hkolakaj,https://www.imdb.com/review/rw6458384/?ref_=tt_urv,9 January 2021,7,Tenet
4019,automon-89390,https://www.imdb.com/review/rw7767006/?ref_=tt_urv,17 January 2022,8,"I like using my brain, but..."
4020,ScreenRiotPodcast,https://www.imdb.com/review/rw8304060/?ref_=tt_urv,6 July 2022,7,Screen Riot Podcast - Tenet (2020) Review
4021,daimposter,https://www.imdb.com/review/rw7030369/?ref_=tt_urv,14 June 2021,6,"Great concept, acting and visuals. Overly convoluted story"
4022,barade-barade,https://www.imdb.com/review/rw6599699/?ref_=tt_urv,15 February 2021,9,Interesting idea executed too fast for one single movie and the first viewing
4023,javirosa-71086,https://www.imdb.com/review/rw6962613/?ref_=tt_urv,24 May 2021,4,Tenet was Soo Boring
4024,celinafscott-20207,https://www.imdb.com/review/rw6597692/?ref_=tt_urv,14 February 2021,1,The worst film ever!
4025,eljay-8,https://www.imdb.com/review/rw6855730/?ref_=tt_urv,27 April 2021,6,Far better if watched as an action film without trying to understand it
4026,gdando,https://www.imdb.com/review/rw6278564/?ref_=tt_urv,16 November 2020,10,A must watch twice masterpiece
4027,shujayk,https://www.imdb.com/review/rw6373313/?ref_=tt_urv,17 December 2020,10,Freewill!!!!!!!!!!
4028,pday-31208,https://www.imdb.com/review/rw6606024/?ref_=tt_urv,17 February 2021,1,In a word......
4029,jaketinsley,https://www.imdb.com/review/rw6208646/?ref_=tt_urv,26 October 2020,3,Reminds me of Ball Fondlers from Rick and Morty
4030,sj7075-292-151006,https://www.imdb.com/review/rw6333439/?ref_=tt_urv,3 December 2020,6,"An engaging film that holds your interest, that's as confusing as it is fast paced"
4031,valymyt,https://www.imdb.com/review/rw6137786/?ref_=tt_urv,30 September 2020,10,"Incredible film, hard to get at first watch"
4032,juancampurbe,https://www.imdb.com/review/rw7164481/?ref_=tt_urv,26 July 2021,8,Excelent
4033,Daymon_Warren,https://www.imdb.com/review/rw6052968/?ref_=tt_urv,1 September 2020,9,action in a new deminsion
4034,dweebyone,https://www.imdb.com/review/rw6377661/?ref_=tt_urv,18 December 2020,1,NOTTENETTON
4035,hogwarts_slytherin,https://www.imdb.com/review/rw6340129/?ref_=tt_urv,5 December 2020,10,Reality
4036,peterbrady-14782,https://www.imdb.com/review/rw7546440/?ref_=tt_urv,14 November 2021,5,play the movie backwards
4037,singhkhushwant,https://www.imdb.com/review/rw6389786/?ref_=tt_urv,22 December 2020,9,Good One.Action Nolan
4038,theedeer-13767,https://www.imdb.com/review/rw6392318/?ref_=tt_urv,23 December 2020,10,What an incredible cast and unique well done movie. Shout out to the cast and Movie people.
4039,gyvgfhrxyx,https://www.imdb.com/review/rw6058191/?ref_=tt_urv,3 September 2020,10,10/10
4040,hollowspacekc,https://www.imdb.com/review/rw6987666/?ref_=tt_urv,31 May 2021,9,Well thought out and original
